id,titulo,fecha_inicio,formato,estado,episodios,duracion,generos,estudios,calificacion,popularidad,favoritos
206195,Fan Ying,,ONA,NOT_YET_RELEASED,,,Action|Drama|Fantasy|Sci-Fi,YHKT Entertainment,,119,1
206192,Zuoshou Shanglan 3,,ONA,NOT_YET_RELEASED,,,Sports,Heart & Soul Animation,,301,2
206160,Yun Shen Buzhi Meng 2,,ONA,NOT_YET_RELEASED,26.0,22.0,Action|Adventure|Fantasy,Yien Animation,,137,9
206140,Yu Shen Ji,,MOVIE,NOT_YET_RELEASED,,,Action,,,87,1
205907,Huo Wang,,ONA,NOT_YET_RELEASED,,,Adventure|Drama|Horror|Psychological|Supernatural,D.ROCK-ART,,282,6
205906,Emo Faze 2,,ONA,NOT_YET_RELEASED,30.0,19.0,Action|Adventure|Fantasy,CG Year,,167,7
205374,Chu Wu,,ONA,NOT_YET_RELEASED,,,Action|Fantasy,,,203,3
205372,Mang Huang Ji (2026),,ONA,NOT_YET_RELEASED,26.0,,Action|Adventure,Shenman Entertainment,,153,5
203368,Onegai☆Teacher Shinsaku Animation (Provisional Title),,OVA,NOT_YET_RELEASED,,,Comedy|Drama|Romance|Sci-Fi,Studio M2,,275,5
202846,Zhen Hun Jie 5,,ONA,NOT_YET_RELEASED,30.0,,Action|Fantasy|Supernatural,L² Studio,,169,2
199437,Chao Neng Fu Ke Jing,,ONA,NOT_YET_RELEASED,18.0,,Action|Adventure|Fantasy,Oriental Creative Color,,82,2
199434,Tianyuan,,ONA,NOT_YET_RELEASED,52.0,,Action|Adventure|Fantasy,,,132,2
199359,Shen Hai Yu Jin,,ONA,NOT_YET_RELEASED,,,Action|Adventure|Comedy|Horror|Psychological,,,138,2
199357,Qing Jiao Wo Gui Chai Da Ren,,ONA,NOT_YET_RELEASED,,,Action|Horror|Mystery|Supernatural,Big Firebird Cultural Media,,3488,37
199088,Shenguo Zhi Shang 2,,ONA,NOT_YET_RELEASED,24.0,,Action|Adventure|Fantasy,CG Year,,122,5
199068,Shin Tennis no Ouji-sama: U-17 WORLD CUP Kesshou Member Ketteisen,,TV,NOT_YET_RELEASED,,,Action|Comedy|Sports,,,747,5
198705,Quanzhi Gaoshou 4,,ONA,NOT_YET_RELEASED,,,Action,Lingsanwu Animation,,2114,16
197620,SEKIRO: NO DEFEAT,,TV,NOT_YET_RELEASED,,,Action|Adventure|Fantasy|Supernatural,Qzil.la,,15141,126
195448,Monogatari Series: Off & Monster Season Shin Episode,,,NOT_YET_RELEASED,,,Drama|Mystery|Supernatural,Shaft,,10010,51
191979,Dang Shen Bu Rang,,ONA,NOT_YET_RELEASED,,,Action|Adventure|Fantasy,,,253,1
190574,Hinagiku no Jinsei,,MOVIE,NOT_YET_RELEASED,1.0,,Drama|Fantasy,ame pippin,,685,0
190054,Watashi no Shiawase na Kekkon (Shinsaku Anime),,SPECIAL,NOT_YET_RELEASED,3.0,,Drama|Romance|Supernatural,,,6973,60
187990,Battle Spirits [Re] Zekkai No Ku,,TV,NOT_YET_RELEASED,,,Action,Bandai Namco Pictures,,535,8
185756,"Tensei Kizoku, Kantei Skill de Nariagaru 3rd Season",,TV,NOT_YET_RELEASED,,,Adventure|Fantasy,studio MOTHER,,12425,129
177128,Miyabi na Senpai ❤,,OVA,NOT_YET_RELEASED,,,Hentai,,,434,9
176910,KILLTUBE,,MOVIE,NOT_YET_RELEASED,1.0,,Action|Fantasy,STUDIO DOTOU,,3394,17
168245,Nian Fanchen,,ONA,NOT_YET_RELEASED,,,Action|Adventure|Fantasy,Chongzhuo Animation,,274,9
164194,Hina,,MOVIE,NOT_YET_RELEASED,1.0,,Action|Drama,,,1645,3
194884,Kaguya-sama wa Kokurasetai: Otona e no Kaidan,2025-12-31,SPECIAL,FINISHED,2.0,26.0,Comedy|Psychological|Romance|Slice of Life,A-1 Pictures,84.0,49535,1015
153467,Xian Jian Qi Xia Zhuan 3,2025-12-30,ONA,FINISHED,26.0,,Action|Adventure|Fantasy,Year Young Culture,,170,0
214074,Zeztz Anime: Dream Arbeiter Baku,2025-12-28,ONA,RELEASING,,7.0,Comedy,,,25,0
205905,Guangyin Zhi Wai,2025-12-28,ONA,FINISHED,26.0,,Action|Adventure|Fantasy,Pure Arts|Passion Paint Animation,76.0,1037,59
155311,Shanhai Jing Mima,2025-12-27,ONA,FINISHED,13.0,,Action|Adventure|Fantasy,,,286,5
206727,Remember,2025-12-26,MUSIC,FINISHED,1.0,4.0,Slice of Life,,68.0,686,14
204742,Tomo ni Kagayaku Ashita no Tame ni.,2025-12-26,ONA,FINISHED,1.0,5.0,Slice of Life,Qzil.la,,132,1
201975,Kegareboshi Aka,2025-12-26,OVA,FINISHED,1.0,16.0,Hentai,T-REX,63.0,830,29
201974,Kegareboshi Ao,2025-12-26,OVA,FINISHED,1.0,16.0,Hentai,T-REX,63.0,763,27
199164,Seihou Shouka Saint Lime VN: VeasTube Eroero Haishin Edition♪,2025-12-26,OVA,RELEASING,,,Hentai,Majin petit,48.0,436,15
199162,Cool de M,2025-12-26,OVA,RELEASING,,,Hentai,Nur,56.0,535,19
193923,Kono Hon wo Nusumu Mono wa,2025-12-26,MOVIE,FINISHED,1.0,85.0,Adventure|Fantasy|Mystery,Kagome Company,,2525,9
188034,Girls und Panzer: Motto Love Love Sakusen desu!,2025-12-26,MOVIE,FINISHED,4.0,72.0,Comedy,P.A.WORKS|Actas,72.0,3644,62
179930,Undead Unluck: Winter-hen,2025-12-26,SPECIAL,FINISHED,1.0,48.0,Action|Comedy|Sci-Fi|Supernatural,E&H Production,76.0,19442,247
205290,Jian Lai 2,2025-12-25,ONA,FINISHED,27.0,31.0,Action|Adventure|Fantasy,Cloud Art,69.0,534,30
213642,Juequling: Ruo Neng Huazuo Guangmang,2025-12-24,ONA,FINISHED,1.0,9.0,Action|Fantasy,Fantasier Animation,59.0,201,4
204696,Little Twin Stars: Hajimari no Monogatari,2025-12-24,ONA,FINISHED,1.0,9.0,Fantasy,Nippon Animation,,107,2
168252,Chaofan Jinhua,2025-12-23,ONA,FINISHED,14.0,18.0,Action|Fantasy,Joicy Studio,,415,7
214873,Wang You Guo,2025-12-22,ONA,FINISHED,3.0,17.0,Action|Fantasy,,,20,1
204656,mofusand,2025-12-22,ONA,RELEASING,,1.0,Slice of Life,Monster's Egg,60.0,832,21
168195,Kaiju Jiu You Wang Zhe Zhanghao,2025-12-21,ONA,FINISHED,12.0,12.0,Action|Fantasy|Mystery|Sci-Fi,Liliyabi,,479,13
189258,Ao no Miburo: Serizawa Ansatsu-hen,2025-12-20,TV,FINISHED,14.0,24.0,Drama,Maho Film,67.0,3722,53
186834,Yong Sheng 5,2025-12-20,ONA,FINISHED,26.0,20.0,Action|Adventure|Fantasy,,59.0,361,12
208055,LOCA!,2025-12-19,MOVIE,FINISHED,1.0,21.0,Slice of Life,,64.0,560,12
204654,"Hachigatsu, Bou, Tsukiakari",2025-12-15,MUSIC,FINISHED,1.0,5.0,Psychological,OTOIRO,60.0,333,4
185857,Xian Wang de Richang Shenghuo 5,2025-12-14,ONA,FINISHED,12.0,18.0,Action|Comedy|Fantasy,Liyu Culture,76.0,14416,278
213509,Underdog Short Animations,2025-12-12,ONA,FINISHED,2.0,1.0,Psychological|Sci-Fi|Slice of Life|Supernatural,,,33,1
208074,DIGITAL LOVE feat. Hoshimachi Suisei,2025-12-12,MUSIC,FINISHED,1.0,2.0,,,55.0,179,1
207081,"Watashi wa, Watashi no Koto ga Suki.",2025-12-12,MUSIC,FINISHED,1.0,2.0,,Studio Colorido,68.0,772,10
204080,IRIS OUT,2025-12-12,ONA,FINISHED,1.0,1.0,,MAPPA,83.0,4815,170
187921,Shuumatsu no Valkyrie III,2025-12-10,ONA,FINISHED,15.0,25.0,Action|Drama|Fantasy|Supernatural,Yumeta Company|MARU animation,77.0,27304,551
195877,Bai Lian Cheng Shen 3,2025-12-09,ONA,FINISHED,26.0,,Action|Adventure|Fantasy,Qingxiang,61.0,377,18
191893,IDOLiSH7: First BEAT! Gekijou Soushuuhen - Kouhen,2025-12-05,MOVIE,FINISHED,1.0,,Comedy|Drama|Music|Slice of Life,TROYCA,,263,2
188928,Natsu to Hako,2025-12-05,OVA,RELEASING,,,Hentai,NewGeneration,66.0,1091,64
153458,San Xian Lun Hui,2025-12-05,ONA,FINISHED,18.0,18.0,Action|Adventure,ASK Animation Studio,,487,5
132776,Peleliu: Rakuen no Guernica,2025-12-05,MOVIE,FINISHED,,,Drama,Fugaku|Shin-Ei Animation,54.0,2228,10
204626,Metal Cardbot W,2025-12-04,TV_SHORT,RELEASING,26.0,12.0,,SAMG Animation,,43,2
199005,#Kanagawa ni Sunderu Elf,2025-12-04,TV_SHORT,FINISHED,12.0,4.0,Comedy|Fantasy|Slice of Life,Imagica Infos|Imageworks Studio,,718,7
166443,Zi Jin: Yu Miao Fang,2025-12-03,ONA,FINISHED,16.0,20.0,Action|Adventure|Fantasy,Colored Pencil Animation,,420,4
199432,Aoshi Dan Shen,2025-12-02,ONA,FINISHED,12.0,20.0,Action|Adventure|Fantasy,Ruo Hong Culture,61.0,371,13
213095,Nihyaku-nen no Yume wo Mita.,2025-12-01,ONA,FINISHED,3.0,10.0,,Aquastar,,71,1
204396,Long Hun,2025-12-01,ONA,FINISHED,8.0,17.0,Action|Adventure|Fantasy,BYMENT,,140,5
200228,Oshikake! Bakunyuu Gal Harem Seikatsu,2025-11-28,OVA,RELEASING,,16.0,Hentai,T-REX,69.0,1214,69
198046,Do S na Pet,2025-11-28,OVA,RELEASING,,,Hentai,Nur,53.0,528,16
196116,Nagachichi Nagai-san THE ANIMATION,2025-11-28,OVA,RELEASING,,20.0,Hentai,Seven,57.0,819,39
199414,Xuan Jie Zhi Men,2025-11-26,ONA,FINISHED,26.0,20.0,Action|Adventure|Fantasy,BYMENT,58.0,423,11
194712,Nukitashi THE ANIMATION OVAs,2025-11-26,OVA,FINISHED,4.0,5.0,Ecchi,Passione,63.0,4117,65
214834,Path of Progress,2025-11-24,ONA,FINISHED,1.0,2.0,,A-1 Pictures,,85,1
166421,Jiu Yang Wushen,2025-11-22,ONA,FINISHED,20.0,18.0,Fantasy,Xing Yi Kai Chen,58.0,422,12
207855,Maru-neun Gangjwi,2025-11-21,ONA,FINISHED,8.0,18.0,Comedy|Slice of Life,Studio Shelter,,124,2
185773,Hateshinaki Scarlet,2025-11-21,MOVIE,FINISHED,1.0,113.0,Action|Adventure|Drama|Fantasy|Psychological,Studio Chizu,61.0,11720,116
203146,Atashin'chi NEXT 2,2025-11-20,ONA,FINISHED,5.0,10.0,Comedy,Shin-Ei Animation,,70,0
202660,Wu Dong Qiankun 6,2025-11-20,ONA,FINISHED,12.0,24.0,Action|Adventure|Fantasy,Motion Magic,68.0,462,20
212518,Muteki☆Honki da Survivor!,2025-11-15,MUSIC,FINISHED,1.0,4.0,Action,,,122,3
199154,"GIRLS BAND CRY: Naa, Mirai.",2025-11-14,MOVIE,FINISHED,1.0,110.0,Drama|Music|Slice of Life,Toei Animation,72.0,2577,26
198344,Mesu wo Karu Mura,2025-11-14,OVA,FINISHED,2.0,20.0,Hentai,,52.0,532,14
202281,BLUE GALE XABUNGLE SIDE R,2025-11-12,ONA,FINISHED,1.0,3.0,Action|Mecha|Sci-Fi,Sunrise|Kamikaze Douga,60.0,253,2
203710,Wei Miao Rensheng,2025-11-11,ONA,FINISHED,36.0,10.0,Romance|Supernatural,Paper Plane Animation Studio,62.0,1829,23
199439,Jian Wang 3: Shen Jianxin de 365 Tian,2025-11-08,ONA,FINISHED,35.0,,,,,155,1
204066,Jujutsu Kaisen: Shibuya Jihen Tokubetsu Henshuu-ban x Shimetsu Kaiyuu Senkou Jouei,2025-11-07,MOVIE,FINISHED,1.0,88.0,Action|Drama|Supernatural,MAPPA,76.0,20478,390
193294,Toritsukare Otoko,2025-11-07,MOVIE,FINISHED,1.0,,Music,Shin-Ei Animation,,853,3
183384,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen 2,2025-11-07,MOVIE,FINISHED,1.0,75.0,Music|Slice of Life,Sunrise,77.0,2646,49
213460,Sorotani no Keibacchi Season 3,2025-11-05,TV_SHORT,FINISHED,4.0,3.0,Comedy|Sports,DLE,,15,1
137711,Shen Qian: Qiangzhi Daodai,2025-11-05,ONA,FINISHED,8.0,20.0,Action|Sci-Fi,Nice Boat Animation,,86,0
201808,LET'S JUST CRASH,2025-11-03,MUSIC,FINISHED,1.0,3.0,,Kanaban Graphics,59.0,672,24
120406,Gu Xiong,2025-11-02,ONA,FINISHED,9.0,19.0,Action,Aisi Animation Studio|Nice Boat Animation,,554,5
212517,Iolite,2025-11-01,MUSIC,FINISHED,1.0,4.0,Slice of Life|Supernatural,,56.0,229,3
206277,Quanneng Gaoshou,2025-11-01,ONA,FINISHED,20.0,12.0,Action|Adventure|Fantasy,,,48,1
204628,Oshi ga Buka ni Narimashita,2025-10-31,ONA,FINISHED,30.0,2.0,Romance,,,265,3
201151,THE LENTICULARS,2025-10-31,ONA,FINISHED,8.0,6.0,Comedy|Romance|Slice of Life,TRIGGER,60.0,1233,11
199430,Cengjing You Yongshi,2025-10-31,ONA,FINISHED,12.0,19.0,Comedy|Fantasy,Pb Animation,60.0,905,20
198048,Natsuzuma,2025-10-31,OVA,RELEASING,,16.0,Hentai,T-REX,66.0,1034,60
196547,H na Gishi Series The Animation,2025-10-31,OVA,FINISHED,2.0,20.0,Hentai,,62.0,813,29
196540,Seikon no Aria,2025-10-31,OVA,RELEASING,,,Hentai,Majin petit,56.0,641,19
188522,Sumikko Gurashi: Sora no Ookoku to Futari no Ko,2025-10-31,MOVIE,FINISHED,1.0,,Comedy,Fanworks,,204,0
199603,Princess Catch! Tiniping,2025-10-30,TV_SHORT,RELEASING,26.0,11.0,Drama|Fantasy|Mahou Shoujo,SAMG Animation,,68,0
184642,Star Wars: Visions Volume 3,2025-10-29,ONA,FINISHED,9.0,19.0,Action|Adventure|Sci-Fi,david production|Kamikaze Douga|Studio Anima|Kinema Citrus|POLYGON PICTURES|Production I.G|Project Studio Q|TRIGGER|WIT STUDIO,69.0,6083,48
184351,Shi Wai,2025-10-29,MOVIE,FINISHED,1.0,111.0,Action|Drama|Fantasy,Point Five Creations,68.0,1057,24
140291,Disney Twisted-Wonderland: THE ANIMATION - Season 1: EPISODE of HEARTSLABYUL,2025-10-29,ONA,FINISHED,8.0,27.0,Adventure|Fantasy,Yumeta Company|Graphinica,68.0,23210,600
185858,Xian Di Guilai,2025-10-27,ONA,FINISHED,16.0,,Action|Adventure|Fantasy,,64.0,398,5
196722,Reika wa Karei na Boku no Joou THE ANIMATION,2025-10-24,OVA,RELEASING,,20.0,Hentai,Seven,72.0,1586,71
195360,Honey Blonde 2,2025-10-24,OVA,RELEASING,,20.0,Hentai,,61.0,669,27
140337,Zombie Land Saga: Yume Ginga Paradise,2025-10-24,MOVIE,FINISHED,1.0,122.0,Comedy|Music|Supernatural,MAPPA,82.0,18531,247
196230,Monster Strike: Deadverse Reloaded,2025-10-21,TV,FINISHED,10.0,24.0,Action|Fantasy,Yumeta Company,51.0,2202,17
207886,Run Run Lantern,2025-10-19,SPECIAL,FINISHED,1.0,6.0,,P.A.WORKS,63.0,2286,15
203953,Mu Shen Ji 3,2025-10-19,ONA,FINISHED,26.0,20.0,Action|Adventure|Fantasy,Sparkly Key Animation,74.0,547,35
200560,Kasukana Yuuhi,2025-10-17,MUSIC,FINISHED,1.0,4.0,Mahou Shoujo,CloverWorks,62.0,295,5
198188,Fujimoto Tatsuki 17-26,2025-10-17,MOVIE,FINISHED,8.0,18.0,Action|Comedy|Drama|Romance|Sci-Fi|Slice of Life|Supernatural,ZEXCS|Lapin Track|100studio|Studio Kafka|P.A.WORKS|GRAPH77,79.0,48604,1081
194872,Golden Kamuy: Inazuma Goutou to Mamushi no Ogin/Shimaenaga,2025-10-17,OVA,FINISHED,1.0,,Action|Adventure|Comedy,Brain's Base,65.0,3603,17
194353,Choro Mesu Days,2025-10-17,OVA,RELEASING,,,Hentai,NewGeneration,66.0,1301,75
211271,Odekake Kozame Kurashiki-shi Collab Movie,2025-10-16,ONA,FINISHED,1.0,2.0,Slice of Life,ENGI,,179,1
188529,Ugoku! Neko Mukashi Banashi,2025-10-15,ONA,RELEASING,50.0,3.0,Comedy,Studio Comet,54.0,581,10
155303,Tian Xiang,2025-10-15,ONA,FINISHED,26.0,,Action|Adventure|Fantasy,Honglu Technology,,291,8
186161,Kimi to Koete Koi ni Naru,2025-10-14,TV,FINISHED,12.0,24.0,Drama|Fantasy|Romance,Millepensee,69.0,15522,305
207848,Digimon Story Time Stranger: Prelude,2025-10-13,SPECIAL,FINISHED,1.0,4.0,Action|Sci-Fi,MUSUHI,57.0,264,3
194447,Isekai Quartet 3,2025-10-13,TV_SHORT,FINISHED,11.0,12.0,Comedy|Fantasy|Slice of Life,Studio PuYUKAI,74.0,16481,201
186524,Chanto Suenai Kyuuketsuki-chan,2025-10-12,TV,FINISHED,12.0,24.0,Comedy|Slice of Life|Supernatural,feel.,68.0,19352,279
185116,Gnosia,2025-10-12,TV,FINISHED,21.0,25.0,Drama|Mystery|Sci-Fi|Thriller,domerica,77.0,26476,868
153800,One Punch Man 3,2025-10-12,TV,FINISHED,12.0,24.0,Action|Comedy|Sci-Fi|Supernatural,J.C.STAFF,50.0,150270,2147
213646,Yuanshen: Baoshi de Pianju,2025-10-10,ONA,FINISHED,1.0,1.0,Action|Fantasy,miHoYo Anime,,150,2
200642,Wadachi wo Koete Yuke,2025-10-10,MOVIE,FINISHED,1.0,30.0,Drama|Sci-Fi,studioDOT,,529,2
196115,Golden Kamuy: Sapporo Beer Koujou-hen,2025-10-10,MOVIE,FINISHED,2.0,68.0,Action|Adventure|Comedy,Brain's Base,67.0,3240,27
191403,Aikatsu! x PriPara THE MOVIE -Deai no Kiseki-,2025-10-10,MOVIE,FINISHED,1.0,75.0,Music,Bandai Namco Pictures,74.0,1020,25
177686,Housenka,2025-10-10,MOVIE,FINISHED,1.0,90.0,Drama,CLAP,69.0,2871,10
200046,SO BAD,2025-10-09,MUSIC,FINISHED,1.0,4.0,Action,A-1 Pictures,,125,2
199635,PetitCure: Precure Fairies Season 2,2025-10-09,ONA,FINISHED,23.0,1.0,Fantasy|Slice of Life,IKIF+,55.0,327,4
174914,Tensei Akujo no Kuro Rekishi,2025-10-09,TV,FINISHED,12.0,24.0,Comedy|Fantasy|Romance,Studio DEEN,66.0,20826,336
199931,Dokodemo Makibao: World Tour,2025-10-08,ONA,FINISHED,24.0,4.0,Comedy|Sports,DLE,,71,2
186914,Ninja to Gokudou,2025-10-08,TV,FINISHED,12.0,23.0,Action|Drama,Studio DEEN,61.0,7249,88
180436,WanDance,2025-10-08,TV,FINISHED,12.0,23.0,Drama|Sports,MADHOUSE|Cyclone Graphics,66.0,23611,310
170577,Tondemo Skill de Isekai Hourou Meshi 2,2025-10-08,TV,FINISHED,12.0,24.0,Adventure|Comedy|Fantasy,MAPPA,76.0,58142,1379
204732,Saishinwa,2025-10-07,MUSIC,FINISHED,1.0,3.0,Romance,,59.0,285,3
199009,2200-nen Neko no Kuni Nippon,2025-10-07,TV_SHORT,FINISHED,12.0,3.0,Comedy|Sci-Fi|Slice of Life,Imageworks Studio|Imagica Infos,50.0,1079,10
198312,Heika Watashi wo Wasurete Kudasai,2025-10-07,TV_SHORT,FINISHED,12.0,5.0,Fantasy|Romance,Imagica Infos|Imageworks Studio,51.0,4034,37
186794,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,2025-10-07,TV,FINISHED,12.0,24.0,Action|Adventure|Fantasy,Sunrise,66.0,82798,1444
180082,Chitose-kun wa Ramune Bin no Naka,2025-10-07,TV,FINISHED,13.0,24.0,Comedy|Romance,feel.,73.0,46475,920
162890,3-nen Z-gumi Ginpachi-sensei,2025-10-07,TV,FINISHED,12.0,24.0,Comedy,Bandai Namco Pictures,75.0,14809,226
199812,Sawaranaide Kotesashi-kun Mini Anime Gekijou,2025-10-06,TV_SHORT,FINISHED,12.0,12.0,Comedy|Ecchi|Romance|Sports,Front Wing,47.0,407,6
199008,Uso Tantei Tomanto,2025-10-06,TV_SHORT,FINISHED,26.0,1.0,Mystery,Fanworks,,143,0
187331,Sawaranaide Kotesashi-kun,2025-10-06,TV_SHORT,FINISHED,12.0,12.0,Comedy|Ecchi|Romance|Sports,Quad,58.0,19309,263
182531,Guilty Hole,2025-10-06,ONA,FINISHED,8.0,7.0,Hentai,Studio Houkiboshi,63.0,1878,69
173523,Egao no Taenai Shokuba desu.,2025-10-06,TV,FINISHED,13.0,24.0,Comedy|Slice of Life,Voil,73.0,13914,232
170936,Debu to Love to Ayamachi to!,2025-10-06,TV,FINISHED,12.0,25.0,Comedy|Drama|Romance,Marvy Jack,62.0,6326,83
196553,SI-VIS: The Sound of Heroes,2025-10-05,TV,FINISHED,24.0,24.0,Action|Drama|Music|Romance|Sci-Fi,Studio VOLN,59.0,5207,56
195240,Uma Musume: Cinderella Gray Part 2,2025-10-05,TV,FINISHED,10.0,24.0,Drama|Sports,CygamesPictures,86.0,28902,1303
190840,Kingdom 6th Season,2025-10-05,TV,FINISHED,13.0,25.0,Action,Studio Pierrot|Studio Signpost,84.0,10217,297
188388,DIGIMON BEATBREAK,2025-10-05,TV,RELEASING,,24.0,Action|Adventure|Fantasy|Sci-Fi,Toei Animation,69.0,14442,270
187464,Toujima Tanzaburou wa Kamen Rider ni Naritai,2025-10-05,TV,FINISHED,24.0,24.0,Action|Comedy|Ecchi,LIDENFILMS,75.0,26099,598
186190,Alma-chan wa Kazoku ni Naritai,2025-10-05,TV,FINISHED,11.0,24.0,Comedy|Romance|Sci-Fi|Slice of Life,Studio Flad,69.0,14097,220
185731,Ranma 1/2 (2024) 2nd Season,2025-10-05,TV,FINISHED,12.0,23.0,Action|Comedy|Romance,MAPPA,77.0,31634,565
179992,Kikaijikake no Marie,2025-10-05,TV,FINISHED,12.0,24.0,Action|Comedy|Romance|Sci-Fi,Zero-G|Liber,67.0,20383,267
173692,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",2025-10-05,TV,FINISHED,12.0,24.0,Fantasy|Romance,J.C.STAFF,66.0,28545,395
170018,Ao no Orchestra Season 2,2025-10-05,TV,FINISHED,21.0,25.0,Drama|Music,Nippon Animation,74.0,6663,97
129195,Tomodachi no Imouto ga Ore ni dake Uzai,2025-10-05,TV,FINISHED,12.0,23.0,Comedy|Romance|Slice of Life,BLADE,64.0,49702,704
206154,Qiyun Dantian: Kaiju Qiandao Zhizun Dantian,2025-10-04,ONA,RELEASING,60.0,9.0,Action|Adventure|Fantasy,,,72,2
198413,JOCHUM Season 2,2025-10-04,TV_SHORT,FINISHED,24.0,2.0,Slice of Life,Fanworks,,120,0
195173,SHIBUYA♡HACHI Part 4,2025-10-04,TV_SHORT,FINISHED,12.0,3.0,Slice of Life,Nippon Animation,,118,0
194832,Oshiri Tantei 9 Part 2,2025-10-04,TV,FINISHED,7.0,20.0,Comedy,Toei Animation,,83,0
188487,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou Sarete Saikyou wo Mezasu",2025-10-04,TV,FINISHED,12.0,23.0,Action|Adventure|Fantasy,Gekkou,63.0,37716,453
187940,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,2025-10-04,TV,FINISHED,12.0,24.0,Comedy|Romance|Slice of Life,STUDIO POLON,69.0,23644,440
186920,Shuumatsu Touring,2025-10-04,TV,FINISHED,12.0,24.0,Adventure|Sci-Fi|Slice of Life,Nexus,66.0,11814,123
186736,Kagaku×Bouken Survival! 2nd Season,2025-10-04,TV,FINISHED,19.0,24.0,,Studio Gallop,,218,1
185801,Nageki no Bourei wa Intai Shitai 2,2025-10-04,ONA,FINISHED,11.0,24.0,Action|Comedy|Fantasy,Zero-G,74.0,33335,609
182896,Boku no Hero Academia FINAL SEASON,2025-10-04,TV,FINISHED,11.0,23.0,Action|Adventure,bones film,87.0,130578,4952
181447,Saigo ni Hitotsu dake Onegai Shite mo Yoroshii Deshou ka,2025-10-04,ONA,FINISHED,13.0,24.0,Action|Comedy|Drama|Fantasy|Romance,LIDENFILMS,73.0,73299,1667
179302,SANDA,2025-10-04,TV,FINISHED,12.0,24.0,Action|Drama|Mystery,Science SARU,74.0,49104,884
177937,SPY×FAMILY Season 3,2025-10-04,TV,FINISHED,13.0,24.0,Action|Comedy|Slice of Life|Supernatural,WIT STUDIO|CloverWorks,82.0,130757,2481
176298,Kekkon Yubiwa Monogatari II,2025-10-04,TV,FINISHED,13.0,24.0,Adventure|Comedy|Ecchi|Fantasy|Romance,Staple Entertainment,64.0,21039,300
162669,Fumetsu no Anata e Season 3,2025-10-04,TV,FINISHED,22.0,25.0,Adventure|Drama|Fantasy|Psychological|Supernatural,Drive|Studio Massket,74.0,55216,916
213094,Yonghansonyeo,2025-10-03,ONA,FINISHED,10.0,14.0,Comedy|Fantasy|Romance,,60.0,1253,24
207637,Ai Zokusei,2025-10-03,MUSIC,FINISHED,1.0,3.0,,,,113,3
207475,Jongtama x Gintama Collab Kettei Promotion Anime,2025-10-03,ONA,FINISHED,1.0,12.0,,Bandai Namco Pictures,,188,1
201262,POKÉTOON (2025),2025-10-03,ONA,FINISHED,3.0,8.0,Comedy|Fantasy|Slice of Life,mimoid|100studio|Studio Colorido,64.0,736,5
199794,Anila to Cocora,2025-10-03,TV_SHORT,FINISHED,13.0,2.0,Comedy|Slice of Life,Kachidoki Studio,47.0,679,4
199363,Wanmei Shijie 6,2025-10-03,ONA,RELEASING,52.0,24.0,Action|Adventure|Fantasy,Foch,67.0,386,29
198561,"Potion, Wagami wo Tasukeru",2025-10-03,TV_SHORT,FINISHED,12.0,13.0,Fantasy,Imagica Infos|Imageworks Studio,57.0,7345,100
198117,GANGLION,2025-10-03,TV_SHORT,FINISHED,24.0,3.0,Action|Comedy,studio maf,60.0,3882,46
187860,Nohara Hiroshi: Hiru Meshi no Ryuugi,2025-10-03,TV,FINISHED,12.0,24.0,Comedy|Slice of Life,DLE,63.0,1721,27
186714,GIRLS BAND CRY: Seishun Kyousoukyoku,2025-10-03,MOVIE,FINISHED,1.0,110.0,Drama|Music|Slice of Life,Toei Animation,75.0,4797,44
186346,IDOLiSH7: First BEAT! Gekijou Soushuuhen - Zenpen,2025-10-03,MOVIE,FINISHED,1.0,,Comedy|Drama|Music|Slice of Life,TROYCA,,525,1
185694,Hyakushou Kizoku 3rd Season,2025-10-03,TV_SHORT,FINISHED,12.0,4.0,Comedy|Slice of Life,Pie in the sky,62.0,695,1
184997,Shabake,2025-10-03,TV,FINISHED,13.0,23.0,Fantasy|Mystery,Bandai Namco Pictures,60.0,5705,43
184322,"Shinjiteita Nakamatachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakamatachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",2025-10-03,TV,FINISHED,12.0,24.0,Action|Adventure|Fantasy,J.C.STAFF,70.0,61113,1332
183291,"Akujiki Reijou to Kyouketsu Koushaku: Sono Mamono, Watashi ga Oishiku Itadakimasu!",2025-10-03,TV,FINISHED,12.0,24.0,Fantasy|Romance,Asahi Production,70.0,27601,508
200374,Kikaijikake no Marie Mini Anime,2025-10-02,ONA,FINISHED,13.0,3.0,Comedy|Romance,,51.0,285,5
199636,Lollipop,2025-10-02,MUSIC,FINISHED,1.0,3.0,Action|Comedy,,61.0,351,6
198926,Chou Futsuu Mahou Shoujo Asumi Toruverse,2025-10-02,TV_SHORT,FINISHED,13.0,4.0,Comedy|Fantasy|Mahou Shoujo,Super Normal Studio,,390,4
